,date_kotirovki,close,PhysicalLong,PhysicalShort,JuridicalLong,JuridicalShort,putov_summa,PhysicalLong_liza,PhysicalShort_liza,JuridicalLong_liza,JuridicalShort_liza,putov_summa_liza
34,2013-02-25,30.507,110408,322825,250887,38470,722590,776,452,69,66,1363
35,2013-02-26,30.6345,107721,313730,243957,37948,703356,741,463,69,68,1341
36,2013-02-27,30.5325,107001,314446,243884,36439,701770,734,468,71,71,1344
37,2013-02-28,30.561,106904,314452,244197,36649,702202,734,473,72,73,1352
38,2013-03-01,30.699,106160,314953,245529,36736,703378,714,473,77,72,1336
39,2013-03-04,30.734,105255,311211,245597,39641,701704,703,478,77,75,1333
40,2013-03-05,30.616,108757,321093,258148,45812,733810,702,486,76,75,1339
41,2013-03-06,30.721,109731,322679,258248,45300,735958,700,486,75,75,1336
42,2013-03-07,30.6975,110773,323086,259416,47103,740378,702,490,76,74,1342
43,2013-03-11,30.7175,109417,316096,256957,50278,732748,693,486,74,76,1329
44,2013-03-12,30.701,111198,316751,256700,51147,735796,685,498,72,78,1333
45,2013-03-13,30.794,118800,322815,257214,53199,752028,679,495,74,77,1325
46,2013-03-14,30.72,111732,317943,257401,51190,738266,657,503,75,79,1314
47,2013-03-15,30.657,7008,5307,8735,10436,31486,111,108,25,25,269
48,2013-03-18,30.835,11326,6455,11105,15976,44862,155,134,30,30,349
49,2013-03-19,30.9855,12546,7607,13650,18589,52392,189,163,32,31,415
50,2013-03-20,30.85,16958,8847,15444,23555,64804,204,180,33,31,448
51,2013-03-21,30.9345,19405,10938,16624,25091,72058,222,191,34,33,480
52,2013-03-22,30.837,21171,12598,16688,25261,75718,228,205,36,34,503
53,2013-03-25,30.924,20066,16237,23771,27600,87674,252,229,42,40,563
54,2013-03-26,30.852,19573,16500,25409,28482,89964,255,239,43,40,577
55,2013-03-27,31.04,20145,16736,25395,28804,91080,263,248,43,42,596
56,2013-03-28,31.0965,22472,19071,25524,28925,95992,265,258,44,42,609
57,2013-03-29,31.06,23580,20495,25816,28901,98792,265,261,45,43,614
58,2013-04-01,31.0845,24432,21418,25860,28874,100584,274,265,46,44,629
59,2013-04-02,31.3205,25780,22462,26513,29831,104586,280,280,46,47,653
60,2013-04-03,31.644,26232,29027,34916,32121,122296,289,313,50,51,703
61,2013-04-04,31.585,29706,31117,35376,33965,130164,300,330,57,57,744
62,2013-04-05,31.52,29858,31985,37123,34996,133962,297,346,57,59,759
63,2013-04-08,31.2195,33899,35372,38403,36930,144604,333,359,61,65,818
64,2013-04-09,31.0205,38526,36133,38409,40802,153870,346,367,62,70,845
65,2013-04-10,30.884,39925,39044,40903,41784,161656,365,374,65,71,875
66,2013-04-11,30.884,40942,40709,42367,42600,166618,388,377,67,73,905
67,2013-04-12,31.085,42066,42067,42396,42395,168924,406,382,69,73,930
68,2013-04-15,31.45,39017,43680,46286,41623,170606,399,399,68,71,937
69,2013-04-16,31.263,48499,51883,45349,41965,187696,406,412,67,69,954
70,2013-04-17,31.886,50950,53294,44493,42149,190886,428,429,64,71,992
71,2013-04-18,31.55,50463,55299,48335,43499,197596,426,445,66,73,1010
72,2013-04-19,31.6635,50373,58979,51729,43123,204204,427,460,69,75,1031
73,2013-04-22,31.553,52818,58846,52549,46521,210734,429,461,70,74,1034
74,2013-04-23,31.6235,54462,59848,52174,46788,213272,436,463,68,73,1040
75,2013-04-24,31.46,56727,62064,52172,46835,217798,442,463,70,72,1047
