,date_kotirovki,close,PhysicalLong,PhysicalShort,JuridicalLong,JuridicalShort,putov_summa,PhysicalLong_liza,PhysicalShort_liza,JuridicalLong_liza,JuridicalShort_liza,putov_summa_liza
599,2015-05-28,52.6,519847,83788,1225149,1661208,3489992,9219,1622,588,175,11604
600,2015-05-29,52.31,378886,134106,1225292,1470072,3208356,7666,2481,515,224,10886
601,2015-06-01,53.625,499557,95798,1191790,1595549,3382694,9256,1844,580,180,11860
602,2015-06-02,52.78,406188,148666,1119498,1377020,3051372,8204,2548,521,238,11511
603,2015-06-03,54.3,484361,102039,1099820,1482142,3168362,9051,1708,576,189,11524
604,2015-06-04,56.46,465413,115135,1105584,1455862,3141994,8571,2142,559,204,11476
605,2015-06-05,56.245,425086,103587,1156088,1477587,3162348,7936,2010,495,220,10661
606,2015-06-08,55.995,368459,160246,1158546,1366759,3054010,7397,2600,485,224,10706
607,2015-06-09,55.545,328008,206036,1179357,1301329,3014730,6872,3466,456,283,11077
608,2015-06-10,54.331,262663,208713,1274543,1328493,3074412,5260,4780,447,293,10780
609,2015-06-11,54.798,334354,116688,1208832,1426498,3086372,6600,3630,510,201,10941
610,2015-06-15,54.5,227030,165028,960054,1022056,2374168,4562,2475,320,202,7559
611,2015-06-16,53.78,217303,194122,911743,934924,2258092,3921,4920,308,271,9420
612,2015-06-17,53.6,306939,114828,919981,1112092,2453840,5253,3685,402,195,9535
613,2015-06-18,53.47,232304,191613,1049188,1089879,2562984,4311,4920,342,256,9829
614,2015-06-19,54.0,324603,120909,1042567,1246261,2734340,5674,3642,404,213,9933
615,2015-06-22,53.95,319077,139015,974293,1154355,2586740,5116,4173,374,234,9897
616,2015-06-23,53.855,350385,125083,976407,1201709,2653584,5785,3639,398,224,10046
617,2015-06-24,54.446,395268,136111,1010037,1269194,2810610,6186,3652,426,207,10471
618,2015-06-25,54.72,415498,123335,1119596,1411759,3070188,6763,3393,468,196,10820
619,2015-06-26,54.78,484511,97312,1138973,1526172,3246968,8367,1632,470,168,10637
620,2015-06-29,55.715,455794,96506,1146098,1505386,3203784,8425,1562,473,172,10632
621,2015-06-30,55.3,412891,123697,1202504,1491698,3230790,7464,2254,412,207,10337
622,2015-07-01,55.843,430488,109456,1181603,1502635,3224182,8146,1744,448,191,10529
623,2015-07-02,55.53,343390,208416,1177784,1312758,3042348,7112,2941,399,234,10686
624,2015-07-03,56.0,456049,111046,1206138,1551141,3324374,8469,1585,498,169,10721
625,2015-07-06,56.889,513824,121642,1219975,1612157,3467598,8683,1761,502,181,11127
626,2015-07-07,56.739,520204,119259,1256988,1657933,3554384,8525,1851,485,175,11036
627,2015-07-08,57.513,445942,119776,1258868,1585034,3409620,8115,1878,460,176,10629
628,2015-07-09,57.17,348758,196407,1284491,1436842,3266498,7074,2746,394,234,10448
629,2015-07-10,56.429,280257,244386,1338941,1374812,3238396,4778,4925,376,260,10339
630,2015-07-13,56.52,318092,194045,1302777,1426824,3241738,5038,4874,401,239,10552
631,2015-07-14,56.414,264061,258764,1342057,1347354,3212236,4694,5271,364,253,10582
632,2015-07-15,56.938,356572,179917,1334554,1511209,3382252,5467,4770,424,230,10891
633,2015-07-16,56.95,262542,261219,1366985,1368308,3259054,4483,5487,354,281,10605
634,2015-07-17,56.987,354314,171992,1327802,1510124,3364232,5686,4493,421,213,10813
635,2015-07-20,57.0,335480,178887,1308580,1465173,3288120,5057,4782,396,240,10475
636,2015-07-21,56.938,284946,234762,1336761,1386945,3243414,4717,5207,389,266,10579
637,2015-07-22,57.445,368201,163270,1293428,1498359,3323258,5713,4481,435,224,10853
638,2015-07-23,57.851,645640,105126,1290992,1831506,3873264,9045,1968,511,197,11721
639,2015-07-24,58.425,658631,114754,1314790,1858667,3946842,8680,1969,505,196,11350
640,2015-07-27,59.645,644907,108882,1336261,1872286,3962336,8523,1983,485,199,11190
641,2015-07-28,60.02,580259,131997,1444495,1892757,4049508,7724,2418,472,223,10837
642,2015-07-29,58.67,487640,206144,1439166,1720662,3853612,6734,3393,391,274,10792
643,2015-07-30,59.748,528490,127061,1385811,1787240,3828602,7387,2683,433,237,10740
644,2015-07-31,61.72,523895,156730,1406338,1773503,3860466,7370,2652,447,213,10682
645,2015-08-03,63.515,575654,156739,1484680,1903595,4120668,7854,2617,452,231,11154
646,2015-08-04,63.07,487901,201134,1470450,1757217,3916702,7316,2941,432,246,10935
647,2015-08-05,63.461,493051,197140,1488762,1784673,3963626,7011,3090,428,243,10772
648,2015-08-06,64.02,645096,144166,1490595,1991525,4271382,8367,2582,498,238,11685
649,2015-08-07,64.045,562686,157239,1517690,1923137,4160752,7328,2944,435,269,10976
650,2015-08-10,62.81,299246,317223,1686228,1668251,3970948,4326,6255,379,347,11307
651,2015-08-11,64.28,376871,255884,1642219,1763206,4038180,5035,5775,446,286,11542
652,2015-08-12,64.21,362504,248837,1663843,1777510,4052694,6855,3893,429,305,11482
653,2015-08-13,64.705,460366,185392,1447008,1721982,3814748,7664,3388,465,263,11780
654,2015-08-14,64.997,357953,266270,1463734,1555417,3643374,6721,4039,403,312,11475
655,2015-08-17,65.51,441232,195762,1469554,1715024,3821572,7501,3802,458,272,12033
656,2015-08-18,65.881,471515,184267,1500664,1787912,3944358,8214,3222,484,260,12180
657,2015-08-19,66.605,520695,171931,1547999,1896763,4137388,8270,3210,507,257,12244
658,2015-08-20,67.959,503745,164201,1511537,1851081,4030564,7955,3400,488,272,12115
659,2015-08-21,69.108,599742,143748,1453463,1909457,4106410,8992,2711,536,247,12486
660,2015-08-24,70.9,601738,132804,1622600,2091534,4448676,8523,2596,504,265,11888
661,2015-08-25,68.85,459755,213104,1624136,1870787,4167782,7615,3368,432,336,11751
662,2015-08-26,68.901,499818,139112,1611219,1971925,4222074,8042,3034,452,329,11857
663,2015-08-27,66.009,300433,243825,1671906,1728514,3944678,4668,5224,411,359,10662
664,2015-08-28,65.402,269782,228906,1616682,1657558,3772928,4438,5049,389,353,10229
665,2015-08-31,64.249,289937,187713,1538024,1640248,3655922,4624,4800,411,316,10151
666,2015-09-01,66.85,318092,148127,1407078,1577043,3450340,5320,4171,458,287,10236
667,2015-09-02,67.079,411270,132876,1397479,1675873,3617498,8707,2374,501,264,11846
668,2015-09-03,67.2,308288,187952,1403356,1523692,3423288,7059,3468,424,326,11277
669,2015-09-04,68.42,335188,155598,1333342,1512932,3337060,7571,2870,470,269,11180
670,2015-09-07,69.114,425572,163889,1293375,1555058,3437894,8951,2651,529,274,12405
671,2015-09-08,67.99,312306,216042,1532376,1628640,3689364,7218,3841,436,363,11858
672,2015-09-09,68.485,350427,170434,1542961,1722954,3786776,8264,2976,481,310,12031
673,2015-09-10,67.668,345691,212955,1683746,1816482,4058874,7482,3787,444,346,12059
674,2015-09-11,67.924,338798,175459,1623505,1786844,3924606,7615,3206,466,303,11590
675,2015-09-14,67.49,293061,303773,1840190,1829478,4266502,4835,6780,410,376,12401
676,2015-09-15,66.7,177438,249317,1207800,1135921,2770476,3162,6278,286,313,10039
677,2015-09-16,65.33,204509,266780,1220475,1158204,2849968,3360,7094,291,355,11100
678,2015-09-17,65.437,239316,203397,1176580,1212499,2831792,4676,5644,378,274,10972
679,2015-09-18,66.502,228831,207907,1178623,1199547,2814908,4506,5873,361,306,11046
680,2015-09-21,65.988,317140,167622,1157485,1307003,2949250,7337,3005,379,262,10983
681,2015-09-22,66.022,399976,132018,1138929,1406887,3077810,8077,2533,447,227,11284
682,2015-09-23,66.42,273790,220940,1108039,1160889,2763658,4042,6531,363,296,11232
683,2015-09-24,66.099,293136,179148,1107884,1221872,2802040,4595,6116,403,260,11374
684,2015-09-25,65.53,274395,253846,1121511,1142060,2791812,4124,6842,346,342,11654
685,2015-09-28,66.085,290761,219018,1112077,1183820,2805676,4373,6548,361,290,11572
686,2015-09-29,65.73,282530,248922,1119935,1153543,2804930,4283,6860,332,351,11826
687,2015-09-30,65.39,274438,227256,1142931,1190113,2834738,4304,6489,366,311,11470
688,2015-10-01,65.65,249250,223372,1075405,1101283,2649310,4262,6354,368,297,11281
689,2015-10-02,66.012,414157,123893,1047961,1338225,2924236,8337,2720,462,253,11772
690,2015-10-05,64.749,300955,272575,1123569,1151949,2849048,4558,6830,344,346,12078
691,2015-10-06,63.33,275140,290757,1094415,1078798,2739110,4344,6965,347,357,12013
692,2015-10-07,62.664,296262,243357,1048724,1101629,2689972,5053,6115,415,276,11859
693,2015-10-08,61.37,285463,280535,1048481,1053409,2667888,4520,6982,373,341,12216
694,2015-10-09,61.876,284282,229155,994243,1049370,2557050,4913,6228,390,297,11828
695,2015-10-12,62.275,317819,215350,922518,1024987,2480674,5887,5650,460,247,12244
696,2015-10-13,63.039,407010,118566,866182,1154626,2546384,8994,2491,475,236,12196
697,2015-10-14,62.709,388743,137403,904452,1155792,2586390,8671,2852,436,285,12244
698,2015-10-15,61.403,365173,167267,973411,1171317,2677168,8392,3558,418,320,12688
699,2015-10-16,61.285,305665,235399,1036740,1107006,2684810,5293,6399,456,266,12414
700,2015-10-19,62.262,357174,194374,948103,1110903,2610554,6311,5592,531,213,12647
701,2015-10-20,62.115,301441,263247,1002645,1040839,2608172,5315,6697,425,314,12751
702,2015-10-21,63.005,488896,116167,947633,1320362,2873058,9624,2325,542,222,12713
703,2015-10-22,62.591,421528,138953,964761,1247336,2772578,9148,2956,468,258,12830
704,2015-10-23,62.38,414441,170121,1053857,1298177,2936596,8882,2965,469,260,12576
705,2015-10-26,63.02,510483,112193,967422,1365712,2955810,9941,2169,563,203,12876
706,2015-10-27,64.9,524208,127073,973356,1370491,2995128,10135,2399,572,200,13306
707,2015-10-28,63.95,426937,148940,1097059,1375056,3047992,8968,2952,483,289,12692
708,2015-10-29,64.4,433341,118420,1085713,1400634,3038108,9042,2738,502,246,12528
709,2015-10-30,63.958,422832,168392,1101972,1356412,3049608,8832,3447,473,318,13070
710,2015-11-02,63.665,452209,131717,1033681,1354173,2971780,9542,2734,508,259,13043
711,2015-11-03,62.628,306735,332846,1206668,1180557,3026806,5137,7546,414,354,13451
712,2015-11-05,63.45,328773,256440,1093471,1165804,2844488,5511,6476,467,285,12739
713,2015-11-06,64.598,497898,129342,964047,1332603,2923890,10278,2259,581,224,13342
714,2015-11-09,64.59,420913,139947,973487,1254453,2788800,9986,2431,546,234,13197
715,2015-11-10,64.56,389588,173539,1014166,1230215,2807508,8877,3251,482,307,12917
716,2015-11-11,65.415,493061,136514,972963,1329510,2932048,10221,2379,589,222,13411
717,2015-11-12,66.635,587700,129091,959454,1418063,3094308,10535,2407,584,229,13755
718,2015-11-13,66.777,593933,136705,944753,1401981,3077372,10688,2369,556,234,13847
719,2015-11-16,65.27,556901,140481,951937,1368357,3017676,9923,2932,529,279,13663
720,2015-11-17,65.148,424681,230653,1099456,1293484,3048274,5682,7340,475,340,13837
721,2015-11-18,64.753,423819,199056,1065169,1289932,2977976,6127,6652,509,274,13562
722,2015-11-19,64.618,403735,222800,1131882,1312817,3071234,5729,7182,481,341,13733
723,2015-11-20,64.75,389828,195350,1127227,1321705,3034110,5903,6805,483,327,13518
724,2015-11-23,65.836,552939,100486,1006119,1458572,3118116,10072,2475,553,250,13350
725,2015-11-24,65.452,582518,86035,999073,1495556,3163182,10576,2154,552,220,13502
726,2015-11-25,65.525,625730,84489,1056615,1597856,3364690,10612,2087,540,239,13478
727,2015-11-26,65.837,584210,83821,1080950,1581339,3330320,10864,1997,573,218,13652
728,2015-11-27,66.48,602083,86318,1053071,1568836,3310308,10595,2216,544,223,13578
729,2015-11-30,66.49,565663,161677,1149665,1553651,3430656,10106,3034,501,311,13952
730,2015-12-01,66.61,621848,101806,1004709,1524751,3253114,10611,2367,603,229,13810
731,2015-12-02,67.5,614717,109457,1021369,1526629,3272172,10657,2323,577,226,13783
732,2015-12-03,67.508,618361,123855,957281,1451787,3151284,10739,2545,605,223,14112
733,2015-12-04,68.135,587349,122760,1006611,1471200,3187920,9794,2771,586,235,13386
734,2015-12-07,69.499,631331,119163,1035986,1548154,3334634,10662,2533,622,237,14054
735,2015-12-08,69.4,615509,123134,1086690,1579065,3404398,10430,2633,574,248,13885
736,2015-12-09,69.368,530495,176618,1121655,1475532,3304300,9110,3710,472,345,13637
737,2015-12-10,69.15,512661,193733,1038611,1357539,3102544,9032,3722,472,341,13567
738,2015-12-11,70.362,603227,146050,1049624,1506801,3305702,10038,2911,580,264,13793
739,2015-12-14,70.555,614040,160329,1075276,1528987,3378632,11519,2706,563,235,15023
740,2015-12-15,69.941,350636,156663,909724,1103697,2520720,6110,2834,343,250,9537
741,2015-12-16,70.396,366220,140893,888107,1113434,2508654,6535,2865,427,213,10040
742,2015-12-17,71.183,421920,124312,887668,1185276,2619176,7125,2515,469,188,10297
743,2015-12-18,70.948,504647,137913,915389,1282123,2840072,9006,2874,422,257,12559
744,2015-12-21,71.233,522655,128078,902810,1297387,2850930,9442,2494,514,189,12639
745,2015-12-22,71.233,491132,153970,925759,1262921,2833782,8827,3039,448,239,12553
746,2015-12-23,69.8,311221,372803,1094596,1033014,2811634,4380,7729,399,320,12828
747,2015-12-24,70.24,333361,304998,1056906,1085269,2780534,4642,7188,480,217,12527
748,2015-12-25,70.689,345456,294009,1063717,1115164,2818346,4914,7097,485,206,12702
749,2015-12-28,72.225,505502,122062,942080,1325520,2895164,9510,2461,499,182,12652
750,2015-12-29,72.205,460340,126162,890208,1224386,2701096,8736,2735,396,230,12097
751,2015-12-30,73.59,479096,115154,982207,1346149,2922606,9036,2360,421,173,11990
752,2016-01-04,73.16,412884,140103,1041655,1314436,2909078,8442,3102,397,231,12172
753,2016-01-05,73.316,441726,114114,1002217,1329829,2887886,9053,2624,458,183,12318
754,2016-01-06,74.76,457087,120129,1022691,1359649,2959556,9085,2515,448,183,12231
755,2016-01-11,76.211,478060,149741,976516,1304835,2909152,9956,2516,504,188,13164
756,2016-01-12,77.065,452266,181687,1004457,1275036,2913446,9320,3118,467,211,13116
757,2016-01-13,76.677,469227,174683,1044534,1339078,3027522,9430,3171,461,222,13284
758,2016-01-14,76.051,460803,170713,1063687,1353777,3048980,9405,3199,449,236,13289
759,2016-01-15,77.603,530443,172611,1049456,1407288,3159798,9926,3037,493,206,13662
760,2016-01-18,79.29,510883,182012,1112973,1441844,3247712,9993,3117,511,217,13838
761,2016-01-19,78.561,448155,204466,1134639,1378328,3165588,9108,3573,445,267,13393
762,2016-01-20,81.4,548861,248543,1157814,1458132,3413350,9788,3441,495,217,13941
763,2016-01-21,82.63,462055,143057,953403,1272401,2830916,9215,3229,424,277,13145
764,2016-01-22,78.024,264957,172735,1044696,1136918,2619306,6670,4418,369,317,11774
765,2016-01-25,80.04,264827,119671,1000634,1145790,2530922,6633,4390,431,273,11727
766,2016-01-26,78.3,247591,177431,1059730,1129890,2614642,6146,4928,400,309,11783
767,2016-01-27,77.667,229871,177729,1106794,1158936,2673330,6062,5102,385,311,11860
768,2016-01-28,76.397,203691,199830,1101469,1105330,2610320,5815,5256,388,307,11766
769,2016-01-29,75.43,237564,171816,1068636,1134384,2612400,6274,4935,412,296,11917
770,2016-02-01,77.31,304233,128598,998331,1173966,2605128,7204,4293,479,250,12226
771,2016-02-02,79.755,456361,135322,881874,1202913,2676470,10126,2845,493,220,13684
772,2016-02-03,76.904,390141,145392,852752,1097501,2485786,9248,3209,457,258,13172
773,2016-02-04,76.969,274674,219838,993934,1048770,2537216,6063,6063,394,322,12842
774,2016-02-05,77.47,295675,157816,898909,1036768,2389168,6548,5135,425,269,12377
775,2016-02-08,78.544,417768,147759,844884,1114893,2525304,9617,3389,483,235,13724
776,2016-02-09,79.701,437489,127471,803681,1113699,2482340,10164,2917,457,240,13778
777,2016-02-10,78.606,413057,162769,845434,1095722,2516982,9337,3501,444,261,13543
778,2016-02-11,79.592,464783,144867,825103,1145019,2579772,10386,2863,491,226,13966
779,2016-02-12,78.34,372564,184512,863300,1051352,2471728,8752,3948,414,305,13419
780,2016-02-15,76.95,263109,257227,1014606,1020488,2555430,4315,7743,388,344,12790
781,2016-02-16,77.899,278289,180324,928623,1026588,2413824,5295,6178,445,271,12189
782,2016-02-17,75.032,289617,254283,970611,1005945,2520456,4895,7347,398,336,12976
783,2016-02-18,76.5,250697,263250,1012858,1000305,2527110,4937,8790,422,310,14459
784,2016-02-19,76.986,317021,236938,1002738,1082821,2639518,5715,7538,465,282,14000
785,2016-02-20,77.05,251835,239125,1031975,1044685,2567620,4927,7794,423,300,13444
786,2016-02-22,75.3,231631,310188,1107621,1029064,2678504,4250,9003,388,336,13977
787,2016-02-24,75.711,308962,228440,1012595,1093117,2643114,5296,7813,443,302,13854
788,2016-02-25,75.385,246583,275759,1089714,1060538,2672594,4350,8442,396,346,13534
789,2016-02-26,76.2,259924,283174,1078108,1054858,2676064,4454,8720,393,323,13890
790,2016-02-29,75.2,247092,267159,1082339,1062272,2658862,4216,9034,388,353,13991
791,2016-03-01,73.392,263524,307469,1018883,974938,2564814,4894,9010,389,354,14647
792,2016-03-02,73.07,322649,243558,913613,992704,2472524,5650,8116,465,304,14535
793,2016-03-03,73.171,283751,275463,935786,944074,2439074,5123,8677,443,332,14575
794,2016-03-04,71.97,299780,333154,1009743,976369,2619046,5370,9102,411,362,15245
795,2016-03-07,71.471,298200,302315,1002753,998638,2601906,5311,8957,412,372,15052
796,2016-03-09,71.141,332823,279928,1017457,1070352,2700560,5892,8604,429,356,15281
797,2016-03-10,71.455,329344,256897,1021206,1093653,2701100,6551,7712,490,292,15045
798,2016-03-11,69.883,340469,285602,1108188,1163055,2897314,6654,8236,437,346,15673
799,2016-03-14,69.96,387658,207514,1049774,1229918,2874864,7230,7507,539,258,15534
800,2016-03-15,71.04,301261,106023,707060,902298,2016642,5594,2659,403,175,8831
801,2016-03-16,69.123,274872,165273,702916,812515,1955576,4934,3814,331,269,9348
802,2016-03-17,68.1,319794,325298,869723,864219,2379034,5762,8807,365,314,15248
803,2016-03-18,68.389,306557,293067,820416,833906,2253946,5902,8367,386,267,14922
804,2016-03-21,67.822,305272,286745,812615,831142,2235774,6112,8177,418,303,15010
805,2016-03-22,67.5,327492,308312,847136,866316,2349256,6472,8269,412,312,15465
806,2016-03-23,68.737,377619,272540,840314,945393,2435866,7478,7601,507,232,15818
807,2016-03-24,68.527,571349,155940,853809,1269218,2850316,12942,2455,546,193,16136
808,2016-03-25,68.454,492586,204605,846173,1134154,2677518,12179,2972,488,236,15875
809,2016-03-28,68.47,533246,150604,884270,1266912,2835032,13032,2542,545,194,16313
810,2016-03-29,68.05,607441,137655,884119,1353905,2983120,13968,1922,574,189,16653
811,2016-03-30,68.24,350275,350291,963440,963424,2627430,7249,8993,466,306,17014
812,2016-03-31,67.025,373021,341113,940388,972296,2626818,7426,9068,479,299,17272
813,2016-04-01,67.595,387093,259934,987728,1114887,2749642,7618,8143,517,225,16503
814,2016-04-04,68.7,527142,128687,924120,1322575,2902524,13825,2262,563,200,16850
815,2016-04-05,68.562,516026,138112,878890,1256804,2789832,13191,2458,564,187,16400
816,2016-04-06,67.59,480647,191376,841810,1131081,2644914,12169,3693,472,286,16620
817,2016-04-07,68.028,377107,264402,867470,980175,2489154,7769,7969,541,215,16494
818,2016-04-08,67.15,347234,355573,906317,897978,2507102,7108,8962,438,319,16827
819,2016-04-11,66.773,342571,376298,926294,892567,2537730,6682,9451,434,317,16884
820,2016-04-12,65.715,350862,367111,938828,922579,2579380,6585,9713,420,356,17074
821,2016-04-13,66.31,352693,330469,904914,927138,2515214,7063,9103,478,263,16907
822,2016-04-14,66.11,361411,303215,900241,958437,2523304,7160,8386,489,274,16309
823,2016-04-15,66.447,422523,250528,836613,1008608,2518272,7972,7388,557,215,16132
824,2016-04-18,66.118,533145,165481,824888,1192552,2716066,13587,2623,501,261,16972
825,2016-04-19,65.853,405694,284171,917984,1039507,2647356,7548,9050,471,327,17396
826,2016-04-20,65.157,401507,286375,907746,1022878,2618506,7307,9004,473,319,17103
827,2016-04-21,66.84,395459,213864,839254,1020849,2469426,7914,8099,531,256,16800
828,2016-04-22,66.455,463481,163424,830159,1130216,2587280,13176,2706,532,233,16647
829,2016-04-25,66.567,483263,144501,799461,1138223,2565448,13363,2559,543,233,16698
830,2016-04-26,65.2,491428,181664,820628,1130392,2624112,13156,3414,494,278,17342
831,2016-04-27,65.12,400073,291702,908015,1016386,2616176,8183,8342,514,256,17295
832,2016-04-28,64.719,395398,360689,1004497,1039206,2799790,7699,9641,476,326,18142
833,2016-04-29,64.63,384900,297880,911399,998419,2592598,7940,8397,489,252,17078
834,2016-05-04,66.529,461201,135127,742717,1068791,2407836,13384,2306,566,202,16458
835,2016-05-05,65.89,445129,161500,778923,1062552,2448104,13017,2806,510,263,16596
836,2016-05-06,65.945,457070,141693,768260,1083637,2450660,13130,2572,511,244,16457
837,2016-05-10,66.31,489701,133331,770186,1126556,2519774,13691,2197,544,229,16661
838,2016-05-11,64.978,404722,355053,969290,1018959,2748024,7872,8945,483,305,17605
839,2016-05-12,64.895,396542,332533,894258,958267,2581600,8420,8391,528,256,17595
840,2016-05-13,65.48,392514,336109,897055,953460,2579138,8030,8794,506,282,17612
841,2016-05-16,64.9,376604,376491,952741,952854,2658690,7375,9390,478,319,17562
842,2016-05-17,64.72,409893,353930,912813,968776,2645412,7916,9044,501,308,17769
843,2016-05-18,65.999,430171,340856,899078,988393,2658498,8106,8700,532,258,17596
844,2016-05-19,66.78,569719,200948,817834,1186605,2775106,13852,2928,590,238,17608
845,2016-05-20,66.798,541314,173347,801377,1169344,2685382,13475,2832,535,258,17100
846,2016-05-23,66.808,560742,167961,779174,1171955,2679832,13973,2765,560,235,17533
847,2016-05-24,66.184,527517,236241,821229,1112505,2697492,13256,3708,506,313,17783
848,2016-05-25,65.508,392170,463151,1116194,1045213,3016728,7787,9211,497,306,17801
849,2016-05-26,65.801,415234,398305,1079531,1096460,2989530,8202,8648,520,269,17639
850,2016-05-27,66.144,449221,365425,1023288,1107084,2945018,8985,7917,565,243,17710
851,2016-05-30,65.75,419992,412466,1053597,1061123,2947178,8036,8941,488,307,17772
852,2016-05-31,66.7,458536,373068,1021310,1106778,2959692,8810,8068,552,261,17691
853,2016-06-01,67.14,646283,159945,791734,1278072,2876034,14351,2414,584,223,17572
854,2016-06-02,66.96,749473,156733,804916,1397656,3108778,14754,2423,584,233,17994
855,2016-06-03,65.62,526161,220382,932624,1238403,2917570,9376,5594,528,283,15781
856,2016-06-06,65.245,510896,238849,991217,1263264,3004226,9314,5994,533,282,16123
857,2016-06-07,64.6225,498217,255530,1040930,1283617,3078294,9286,6188,555,291,16320
858,2016-06-08,63.61,523406,298617,1054448,1279237,3155708,9071,8877,518,299,18765
859,2016-06-09,64.3275,534990,242379,1020656,1313267,3111292,9746,8073,585,238,18642
860,2016-06-10,65.28,557346,221018,1033280,1369608,3181252,9837,7235,604,218,17894
861,2016-06-14,66.14,554265,148939,953411,1358737,3015352,14021,2298,552,201,17072
862,2016-06-15,65.5125,308776,176813,789086,921049,2195724,6233,2575,342,219,9369
863,2016-06-16,65.78,368467,119634,787107,1035940,2311148,7524,1914,410,193,10041
864,2016-06-17,64.85,328601,342429,830366,816538,2317934,5836,8864,395,240,15335
865,2016-06-20,64.2975,350862,332691,779615,797786,2260954,6252,8776,380,251,15659
866,2016-06-21,63.755,362801,293074,732284,802011,2190170,6917,8309,407,226,15859
867,2016-06-22,64.89,419280,269067,711614,861827,2261788,7765,7416,458,184,15823
868,2016-06-23,63.85,480027,157958,707643,1029712,2375340,12500,2413,436,211,15560
869,2016-06-24,65.2625,476075,137334,703665,1042406,2359480,12050,2160,423,189,14822
870,2016-06-27,65.4875,531921,110343,735023,1156601,2533888,13077,1803,471,177,15528
871,2016-06-28,64.1,495464,177991,774555,1092028,2540038,12302,3021,420,247,15990
872,2016-06-29,63.85,407479,306587,864490,965382,2543938,7207,8801,408,288,16704
873,2016-06-30,63.99,407585,251459,800440,956566,2416050,7548,8158,455,236,16397
874,2016-07-01,63.8,415932,260511,866423,1021844,2564710,7530,8133,439,236,16338
875,2016-07-04,63.935,439823,256707,855560,1038676,2590766,7782,8217,446,219,16664
876,2016-07-05,64.3175,627007,123030,773954,1277931,2801922,13878,1936,525,175,16514
877,2016-07-06,64.2075,592804,129972,812619,1275451,2810846,13384,2275,495,188,16342
878,2016-07-07,64.565,416389,289651,921675,1048413,2676128,7992,7757,484,216,16449
879,2016-07-08,63.98,455818,280604,940412,1115626,2792460,7795,7994,448,257,16494
880,2016-07-11,64.2,433948,271349,904173,1066772,2676242,7637,7967,457,242,16303
881,2016-07-12,63.89,438617,304414,947959,1082162,2773152,7604,8299,451,244,16598
882,2016-07-13,63.85,477626,243554,866414,1100486,2688080,8235,7635,499,194,16563
883,2016-07-14,62.85,530250,328962,916828,1118116,2894156,8159,8633,454,276,17522
884,2016-07-15,63.51,520720,258133,880708,1143295,2802856,8363,7798,484,214,16859
885,2016-07-18,62.8425,529925,299363,939325,1169887,2938500,7857,8695,447,279,17278
886,2016-07-19,63.5475,582961,237930,891288,1236319,2948498,8732,7656,508,194,17090
887,2016-07-20,63.74,564451,197128,879337,1246660,2887576,9576,6579,508,219,16882
888,2016-07-21,64.37,712761,88177,846641,1471225,3118804,14618,1940,551,183,17292
889,2016-07-22,64.88,666963,101181,828775,1394557,2991476,14374,2023,539,188,17124
890,2016-07-25,65.415,719016,132354,822049,1408711,3082130,14378,2180,545,189,17292
891,2016-07-26,65.9475,694140,154256,811322,1351206,3010924,13403,2681,492,216,16792
892,2016-07-27,65.9275,669995,131315,780097,1318777,2900184,13658,2438,512,201,16809
893,2016-07-28,66.615,743150,136710,759852,1366292,3006004,13817,2712,511,203,17243
894,2016-07-29,66.035,662874,150375,800249,1312748,2926246,12830,2999,444,257,16530
895,2016-08-01,66.895,692832,120378,812920,1385374,3011504,13512,2575,497,208,16792
896,2016-08-02,66.6475,663874,139023,806902,1331753,2941552,13130,2829,487,222,16668
897,2016-08-03,66.27,654444,145343,808568,1317669,2926024,12802,3213,466,229,16710
898,2016-08-04,65.7875,639542,204374,888649,1323817,3056382,12642,3769,464,270,17145
899,2016-08-05,65.5475,480729,215091,1049532,1315170,3060522,7980,8315,456,271,17022
900,2016-08-08,64.615,499656,227759,1084125,1356022,3167562,8104,8367,457,266,17194
901,2016-08-09,64.765,533917,156777,1086798,1463938,3241430,8703,7705,508,227,17143
902,2016-08-10,64.87,545032,209566,1119906,1455372,3329876,9041,7791,510,225,17567
903,2016-08-11,64.325,553942,193812,1156621,1516751,3421126,8910,7773,513,222,17418
904,2016-08-12,64.75,564754,152648,1099333,1511439,3328174,9038,7357,559,182,17136
905,2016-08-15,64.03,533578,219525,1169798,1483851,3406752,8630,8242,490,257,17619
906,2016-08-16,63.775,554079,157953,1079593,1475719,3267344,9008,7537,520,218,17283
907,2016-08-17,63.825,583971,137390,1090538,1537119,3349018,9595,6986,555,186,17322
908,2016-08-18,63.65,567761,221909,1204613,1550465,3544748,9076,7856,512,235,17679
909,2016-08-19,63.9,580467,190666,1146232,1536033,3453398,9709,7307,552,178,17746
910,2016-08-22,64.8125,794219,95591,1018980,1717608,3626398,15500,1785,591,161,18037
911,2016-08-23,64.6,719823,134361,974785,1560247,3389216,14806,2510,510,218,18044
912,2016-08-24,65.17,765777,84715,913015,1594077,3357584,15192,1852,583,179,17806
913,2016-08-25,64.6625,707905,139781,1008926,1577050,3433662,14854,2571,517,231,18173
914,2016-08-26,64.86,541545,306444,1210572,1445673,3504234,9247,7920,525,234,17926
915,2016-08-29,64.75,561896,237366,1058602,1383132,3240996,9623,7318,550,197,17688
916,2016-08-30,65.25,739114,92242,971545,1618417,3421318,14833,2126,576,197,17732
917,2016-08-31,65.315,778578,79913,933680,1632345,3424516,15484,1706,623,168,17981
